Code_function;Definition_function
2.7.7.26;nicotinate-nucleotide adenylyltransferase. Now EC 3.1.27.3, ribonuclease T1 [EC 2.7.7.26]
2.7.7.27;glucose-1-phosphate adenylyltransferase [EC 2.7.7.27]
2.7.7.28;nucleoside-triphosphate-aldose-1-phosphate nucleotidyltransferase [EC 2.7.7.28]
2.7.7.29; hexose-1-phosphate guanylyltransferase. Enzyme is not specific for GTP and therefore is identical to EC 2.7.7.28, nucleoside-triphosphate-aldose-1-phosphate nucleotidyltransferase [EC 2.7.7.29]
2.7.7.30;fucose-1-phosphate guanylyltransferase [EC 2.7.7.30]
2.7.7.31;DNA nucleotidylexotransferase [EC 2.7.7.31]
2.7.7.32;galactose-1-phosphate thymidylyltransferase [EC 2.7.7.32]
2.7.7.33;glucose-1-phosphate cytidylyltransferase [EC 2.7.7.33]
2.7.7.34;glucose-1-phosphate guanylyltransferase [EC 2.7.7.34]
2.7.7.35;ADP ribose phosphorylase [EC 2.7.7.35]
2.7.7.36;aldose-1-phosphate adenylyltransferase [EC 2.7.7.36]
2.7.7.37;aldose-1-phosphate nucleotidyltransferase [EC 2.7.7.37]
2.7.7.38;3-deoxy-manno-octulosonate cytidylyltransferase [EC 2.7.7.38]
2.7.7.39;glycerol-3-phosphate cytidylyltransferase [EC 2.7.7.39]
2.7.7.40;D-ribitol-5-phosphate cytidylyltransferase [EC 2.7.7.40]
2.7.7.41;phosphatidate cytidylyltransferase [EC 2.7.7.41]
2.7.7.42;[glutamine synthetase] adenylyltransferase [EC 2.7.7.42]
2.7.7.43;N-acylneuraminate cytidylyltransferase [EC 2.7.7.43]
2.7.7.44;glucuronate-1-phosphate uridylyltransferase [EC 2.7.7.44]
2.7.7.45;guanosine-triphosphate guanylyltransferase [EC 2.7.7.45]
2.7.7.46;gentamicin 2′′-nucleotidyltransferase [EC 2.7.7.46]
2.7.7.47;streptomycin 3′′-adenylyltransferase [EC 2.7.7.47]
2.7.7.48;RNA-directed RNA polymerase [EC 2.7.7.48]
2.7.7.49;RNA-directed DNA polymerase [EC 2.7.7.49]
2.7.7.50;mRNA guanylyltransferase [EC 2.7.7.50]
2.7.7.51;adenylylsulfate—ammonia adenylyltransferase [EC 2.7.7.51]
2.7.7.52;RNA uridylyltransferase [EC 2.7.7.52]
2.7.7.53;ATP adenylyltransferase [EC 2.7.7.53]
2.7.7.54;phenylalanine adenylyltransferase. The activity is part of EC 6.3.2.40, cyclopeptine synthase. [EC 2.7.7.54]
2.7.7.55;anthranilate adenylyltransferase. The activity is part of EC 6.3.2.40, cyclopeptine synthase. [EC 2.7.7.55]
2.7.7.56;tRNA nucleotidyltransferase [EC 2.7.7.56]
2.7.7.57;N-methylphosphoethanolamine cytidylyltransferase [EC 2.7.7.57]
2.7.7.58;(2,3-dihydroxybenzoyl)adenylate synthase. Now included in EC 6.2.1.71, 2,3-dihydroxybenzoate[aryl-carrier protein] ligase [EC 2.7.7.58]
2.7.7.59;[protein-PII] uridylyltransferase [EC 2.7.7.59]
2.7.7.60;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC 2.7.7.60]
2.7.7.61;citrate lyase holo-[acyl-carrier protein] synthase [EC 2.7.7.61]
2.7.7.62;adenosylcobinamide-phosphate guanylyltransferase [EC 2.7.7.62]
2.7.7.63;lipoate—protein ligase, now EC EC 6.3.1.20, lipoate—protein ligase. [EC 2.7.7.63]
2.7.7.64;UTP-monosaccharide-1-phosphate uridylyltransferase [EC 2.7.7.64]
2.7.7.65;diguanylate cyclase [EC 2.7.7.65]
2.7.7.66;malonate decarboxylase holo-[acyl-carrier protein] synthase [EC 2.7.7.66]
2.7.7.67;CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase [EC 2.7.7.67]
2.7.7.68;2-phospho-L-lactate guanylyltransferase [EC 2.7.7.68]
2.7.7.69;GDP-L-galactose/GDP-D-glucose: hexose 1-phosphate guanylyltransferase [EC 2.7.7.69]
2.7.7.70;D-glycero-β-D-manno-heptose 1-phosphate adenylyltransferase [EC 2.7.7.70]
2.7.7.71;D-glycero-α-D-manno-heptose 1-phosphate guanylyltransferase [EC 2.7.7.71]
2.7.7.72;CCA tRNA nucleotidyltransferase [EC 2.7.7.72]
2.7.7.73;sulfur carrier protein ThiS adenylyltransferase [EC 2.7.7.73]
2.7.7.74;1L-myo-inositol 1-phosphate cytidylyltransferase [EC 2.7.7.74]
2.7.7.75;molybdopterin adenylyltransferase [EC 2.7.7.75]
2.7.7.76;molybdenum cofactor cytidylyltransferase [EC 2.7.7.76]
2.7.7.77;molybdenum cofactor guanylyltransferase [EC 2.7.7.77]
2.7.7.78;GDP-D-glucose phosphorylase [EC 2.7.7.78]
2.7.7.79;tRNAHis guanylyltransferase [EC 2.7.7.79]
2.7.7.80;molybdopterin-synthase adenylyltransferase [EC 2.7.7.80]
2.7.7.81;pseudaminic acid cytidylyltransferase [EC 2.7.7.81]
2.7.7.82;CMP-N,N′-diacetyllegionaminic acid synthase [EC 2.7.7.82]
2.7.7.83;UDP-N-acetylgalactosamine diphosphorylase [EC 2.7.7.83]
2.7.7.84;2′-5′ oligoadenylate synthase [EC 2.7.7.84]
2.7.7.85;diadenylate cyclase [EC 2.7.7.85]
2.7.7.86;cyclic GMP-AMP synthase [EC 2.7.7.86]
2.7.7.87;L-threonylcarbamoyladenylate synthase [EC 2.7.7.87]
2.7.7.88;GDP polyribonucleotidyltransferase [EC 2.7.7.88]
2.7.7.89;[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC 2.7.7.89]
2.7.7.90;8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase [EC 2.7.7.90]
2.7.7.91;valienol-1-phosphate guanylyltransferase [EC 2.7.7.91]
2.7.7.92;3-deoxy-D-glycero-D-galacto-nonulopyranosonate cytidylyltransferase [EC 2.7.7.92]
2.7.7.93;phosphonoformate cytidylyltransferase [EC 2.7.7.93]
2.7.7.94;4-hydroxyphenylalkanoate adenylyltransferase. Now EC 6.2.1.51, 4-hydroxyphenylalkanoate adenylyltransferase FadD29 [EC 2.7.7.94]
2.7.7.95;mycocerosic acid adenylyltransferase. Now EC 6.2.1.49, long-chain fatty acid adenylyltransferase FadD28 [EC 2.7.7.95]
2.7.7.96;ADP-D-ribose pyrophosphorylase [EC 2.7.7.96]
2.7.7.97;3-hydroxy-4-methylanthranilate adenylyltransferase [EC 2.7.7.97]
2.7.7.98;4-hydroxybenzoate adenylyltransferase. Now EC 6.2.1.50, 4-hydroxybenzoate adenylyltransferase FadD22 [EC 2.7.7.98]
2.7.7.99;N-acetyl-α-D-muramate 1-phosphate uridylyltransferase [EC 2.7.7.99]
2.7.7.100;SAMP-activating enzyme [EC 2.7.7.100]
2.7.7.101;DNA primase DnaG [EC 2.7.7.101]
2.7.7.102;DNA primase AEP [EC 2.7.7.102]
2.7.7.103;L-glutamine-phosphate cytidylyltransferase [EC 2.7.7.103]
2.7.7.104;2-hydroxyethylphosphonate cytidylyltransferase [EC 2.7.7.104]
2.7.7.105;phosphoenolpyruvate guanylyltransferase [EC 2.7.7.105]
2.7.7.106;3-phospho-D-glycerate guanylyltransferase [EC 2.7.7.106]
2.7.7.107;(2-aminoethyl)phosphonate cytidylyltransferase [EC 2.7.7.107]
2.7.7.108;protein adenylyltransferase [EC 2.7.7.108]
2.7.8.1;ethanolaminephosphotransferase [EC 2.7.8.1]
2.7.8.2;diacylglycerol cholinephosphotransferase [EC 2.7.8.2]
2.7.8.3;ceramide cholinephosphotransferase [EC 2.7.8.3]
2.7.8.4;serine-phosphoethanolamine synthase [EC 2.7.8.4]
2.7.8.5;CDP-diacylglycerol—glycerol-3-phosphate 1-phosphatidyltransferase [EC 2.7.8.5]
2.7.8.6;undecaprenyl-phosphate galactose phosphotransferase [EC 2.7.8.6]
2.7.8.7;holo-[acyl-carrier-protein] synthase [EC 2.7.8.7]
2.7.8.8;CDP-diacylglycerol—serine O-phosphatidyltransferase [EC 2.7.8.8]
2.7.8.9;phosphomannan mannosephosphotransferase [EC 2.7.8.9]
2.7.8.10;sphingosine cholinephosphotransferase [EC 2.7.8.10]
2.7.8.11;CDP-diacylglycerol—inositol 3-phosphatidyltransferase [EC 2.7.8.11]
2.7.8.12;teichoic acid poly(glycerol phosphate) polymerase [EC 2.7.8.12]
2.7.8.13;phospho-N-acetylmuramoyl-pentapeptide-transferase [EC 2.7.8.13]
2.7.8.14;CDP-ribitol ribitolphosphotransferase [EC 2.7.8.14]
2.7.8.15;UDP-N-acetylglucosamine—dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC 2.7.8.15]
2.7.8.16; 1-alkyl-2-acetylglycerol choline phosphotransferase. Now included with EC 2.7.8.2 diacylglycerol cholinephosphotransferase [EC 2.7.8.16]
2.7.8.17;UDP-N-acetylglucosamine—lysosomal-enzyme N-acetylglucosaminephosphotransferase [EC 2.7.8.17]
2.7.8.18;UDP-galactose—UDP-N-acetylglucosamine galactose phosphotransferase [EC 2.7.8.18]
2.7.8.19;UDP-glucose—glycoprotein glucose phosphotransferase [EC 2.7.8.19]
2.7.8.20;phosphatidylglycerol—membrane-oligosaccharide glycerophosphotransferase [EC 2.7.8.20]
2.7.8.21;membrane-oligosaccharide glycerophosphotransferase [EC 2.7.8.21]
2.7.8.22;1-alkenyl-2-acylglycerol choline phosphotransferase [EC 2.7.8.22]
2.7.8.23;carboxyvinyl-carboxyphosphonate phosphorylmutase [EC 2.7.8.23]
2.7.8.24;phosphatidylcholine synthase [EC 2.7.8.24]
2.7.8.25;triphosphoribosyl-dephospho-CoA synthase. Now EC 2.4.2.52, triphosphoribosyl-dephospho-CoA synthase [EC 2.7.8.25]
2.7.8.26;adenosylcobinamide-GDP ribazoletransferase [EC 2.7.8.26]
2.7.8.27;sphingomyelin synthase [EC 2.7.8.27]
2.7.8.28;2-phospho-L-lactate transferase [EC 2.7.8.28]
2.7.8.29;L-serine-phosphatidylethanolamine phosphatidyltransferase [EC 2.7.8.29]
2.7.8.30;undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase. Now EC 2.4.2.53, undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC 2.7.8.30]
2.7.8.31;undecaprenyl-phosphate glucose phosphotransferase [EC 2.7.8.31]
2.7.8.32;3-O-α-D-mannopyranosyl-α-D-mannopyranose xylosylphosphotransferase [EC 2.7.8.32]
2.7.8.33;UDP-N-acetylglucosamine—undecaprenyl-phosphate N-acetylglucosaminephosphotransferase [EC 2.7.8.33]
2.7.8.34;CDP-L-myo-inositol myo-inositolphosphotransferase [EC 2.7.8.34]
2.7.8.35;UDP-N-acetylglucosamine—decaprenyl-phosphate N-acetylglucosaminephosphotransferase [EC 2.7.8.35]
2.7.8.36;undecaprenyl phosphate N,N′-diacetylbacillosamine 1-phosphate transferase [EC 2.7.8.36]
2.7.8.37;α-D-ribose 1-methylphosphonate 5-triphosphate synthase [EC 2.7.8.37]
2.7.8.38;archaetidylserine synthase [EC 2.7.8.38]
2.7.8.39;archaetidylinositol phosphate synthase [EC 2.7.8.39]
2.7.8.40;UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase [EC 2.7.8.40]
2.7.8.41;cardiolipin synthase (CMP-forming) [EC 2.7.8.41]
2.7.8.42;Kdo2-lipid A phosphoethanolamine 7′′-transferase [EC 2.7.8.42]
2.7.8.43;lipid A phosphoethanolamine transferase [EC 2.7.8.43]
2.7.8.44;teichoic acid glycerol-phosphate primase [EC 2.7.8.44]
2.7.8.45;teichoic acid glycerol-phosphate transferase [EC 2.7.8.45]
2.7.8.46;teichoic acid ribitol-phosphate primase [EC 2.7.8.46]
2.7.8.47;teichoic acid ribitol-phosphate polymerase [EC 2.7.8.47]
2.7.9.1;pyruvate, phosphate dikinase [EC 2.7.9.1]
2.7.9.2;pyruvate, water dikinase [EC 2.7.9.2]
2.7.9.3;selenide, water dikinase [EC 2.7.9.3]
2.7.9.4;α-glucan, water dikinase [EC 2.7.9.4]
2.7.9.5;phosphoglucan, water dikinase [EC 2.7.9.5]
2.7.9.6;rifampicin phosphotransferase [EC 2.7.9.6]
2.7.10.1;receptor protein-tyrosine kinase [EC 2.7.10.1]
2.7.10.2;non-specific protein-tyrosine kinase [EC 2.7.10.2]
2.7.10.3;bacterial tyrosine kinase [EC 2.7.10.3]
2.7.11.1;non-specific serine/threonine protein kinase [EC 2.7.11.1]
2.7.11.2;[pyruvate dehydrogenase (acetyl-transferring)] kinase [EC 2.7.11.2]
2.7.11.3;dephospho-[reductase kinase] kinase [EC 2.7.11.3]
2.7.11.4;[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC 2.7.11.4]
2.7.11.5;[isocitrate dehydrogenase (NADP+)] kinase [EC 2.7.11.5]
2.7.11.6;[tyrosine 3-monooxygenase] kinase [EC 2.7.11.6]
2.7.11.7;myosin-heavy-chain kinase [EC 2.7.11.7]
2.7.11.8;Fas-activated serine/threonine kinase [EC 2.7.11.8]
2.7.11.9;Goodpasture-antigen-binding protein kinase [EC 2.7.11.9]
2.7.11.10;IκB kinase [EC 2.7.11.10]
2.7.11.11;cAMP-dependent protein kinase [EC 2.7.11.11]
2.7.11.12;cGMP-dependent protein kinase [EC 2.7.11.12]
2.7.11.13;protein kinase C [EC 2.7.11.13]
2.7.11.14;rhodopsin kinase [EC 2.7.11.14]
2.7.11.15;β-adrenergic-receptor kinase [EC 2.7.11.15]
2.7.11.16;G-protein-coupled receptor kinase [EC 2.7.11.16]
2.7.11.17;Ca2+/calmodulin-dependent protein kinase [EC 2.7.11.17]
2.7.11.18;myosin-light-chain kinase [EC 2.7.11.18]
2.7.11.19;phosphorylase kinase [EC 2.7.11.19]
2.7.11.20;elongation factor 2 kinase [EC 2.7.11.20]
2.7.11.21;polo kinase [EC 2.7.11.21]
2.7.11.22;cyclin-dependent kinase [EC 2.7.11.22]
2.7.11.23;[RNA-polymerase]-subunit kinase [EC 2.7.11.23]
2.7.11.24;mitogen-activated protein kinase [EC 2.7.11.24]
2.7.11.25;mitogen-activated protein kinase kinase kinase [EC 2.7.11.25]
2.7.11.26;tau-protein kinase [EC 2.7.11.26]
2.7.11.27;[acetyl-CoA carboxylase] kinase [EC 2.7.11.27]
2.7.11.28;tropomyosin kinase [EC 2.7.11.28]
2.7.11.29;low-density-lipoprotein receptor kinase [EC 2.7.11.29]
2.7.11.30;receptor protein serine/threonine kinase [EC 2.7.11.30]
2.7.11.31;[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase [EC 2.7.11.31]
2.7.11.32;[pyruvate, phosphate dikinase] kinase [EC 2.7.11.32]
2.7.11.33;[pyruvate, water dikinase] kinase [EC 2.7.11.33]
2.7.11.34;NEK6-subfamily protein kinase [EC 2.7.11.34]
2.7.12.1;dual-specificity kinase [EC 2.7.12.1]
2.7.12.2;mitogen-activated protein kinase kinase [EC 2.7.12.2]
2.7.13.1;protein-histidine pros-kinase [EC 2.7.13.1]
2.7.13.2;protein-histidine tele-kinase [EC 2.7.13.2]
2.7.13.3;histidine kinase [EC 2.7.13.3]
2.7.14.1;protein arginine kinase [EC 2.7.14.1]
2.7.99.1;triphosphate—protein phosphotransferase [EC 2.7.99.1]
2.8.1.1;thiosulfate sulfurtransferase [EC 2.8.1.1]
2.8.1.2;3-mercaptopyruvate sulfurtransferase [EC 2.8.1.2]
2.8.1.3;thiosulfate—thiol sulfurtransferase [EC 2.8.1.3]
2.8.1.4;tRNA uracil 4-sulfurtransferase [EC 2.8.1.4]
2.8.1.5;thiosulfate—dithiol sulfurtransferase [EC 2.8.1.5]
2.8.1.6;biotin synthase [EC 2.8.1.6]
2.8.1.7;cysteine desulfurase [EC 2.8.1.7]
2.8.1.8;lipoyl synthase [EC 2.8.1.8]
2.8.1.9;molybdenum cofactor sulfurtransferase [EC 2.8.1.9]
2.8.1.10;thiazole synthase [EC 2.8.1.10]
2.8.1.11;molybdopterin synthase sulfurtransferase [EC 2.8.1.11]
2.8.1.12;molybdopterin synthase [EC 2.8.1.12]
2.8.1.13;tRNA-uridine 2-sulfurtransferase [EC 2.8.1.13]
2.8.1.14;tRNA-5-taurinomethyluridine 2-sulfurtransferase [EC 2.8.1.14]
2.8.1.15;tRNA-5-methyluridine54 2-sulfurtransferase [EC 2.8.1.15]
2.8.1.16;L-aspartate semialdehyde sulfurtransferase [EC 2.8.1.16]
2.8.2.1;aryl sulfotransferase [EC 2.8.2.1]
2.8.2.2;alcohol sulfotransferase [EC 2.8.2.2]
2.8.2.3;amine sulfotransferase [EC 2.8.2.3]
2.8.2.4;estrone sulfotransferase [EC 2.8.2.4]
2.8.2.5;chondroitin 4-sulfotransferase [EC 2.8.2.5]
2.8.2.6;choline sulfotransferase [EC 2.8.2.6]
2.8.2.7;UDP-N-acetylgalactosamine-4-sulfate sulfotransferase [EC 2.8.2.7]
2.8.2.8;[heparan sulfate]-glucosamine N-sulfotransferase [EC 2.8.2.8]
2.8.2.9;tyrosine-ester sulfotransferase [EC 2.8.2.9]
2.8.2.10;Renilla-luciferin sulfotransferase [EC 2.8.2.10]
2.8.2.11;galactosylceramide sulfotransferase [EC 2.8.2.11]
2.8.2.12; heparitin sulfotransferase. Enzyme identical to EC 2.8.2.8, [heparan sulfate]-glucosamine N-sulfotransferase [EC 2.8.2.12]
2.8.2.13;psychosine sulfotransferase [EC 2.8.2.13]
2.8.2.14;bile-salt sulfotransferase [EC 2.8.2.14]
2.8.2.15;steroid sulfotransferase [EC 2.8.2.15]
2.8.2.16;thiol sulfotransferase [EC 2.8.2.16]
2.8.2.17;chondroitin 6-sulfotransferase [EC 2.8.2.17]
2.8.2.18;cortisol sulfotransferase [EC 2.8.2.18]
2.8.2.19;triglucosylalkylacylglycerol sulfotransferase [EC 2.8.2.19]
2.8.2.20;protein-tyrosine sulfotransferase [EC 2.8.2.20]
2.8.2.21;keratan sulfotransferase [EC 2.8.2.21]
2.8.2.22;aryl-sulfate sulfotransferase [EC 2.8.2.22]
2.8.2.23;[heparan sulfate]-glucosamine 3-sulfotransferase 1 [EC 2.8.2.23]
2.8.2.24;aromatic desulfoglucosinolate sulfotransferase [EC 2.8.2.24]
2.8.2.25;flavonol 3-sulfotransferase [EC 2.8.2.25]
2.8.2.26;quercetin-3-sulfate 3′-sulfotransferase [EC 2.8.2.26]
2.8.2.27;quercetin-3-sulfate 4′-sulfotransferase [EC 2.8.2.27]
2.8.2.28;quercetin-3,3′-bissulfate 7-sulfotransferase [EC 2.8.2.28]
2.8.2.29;[heparan sulfate]-glucosamine 3-sulfotransferase 2 [EC 2.8.2.29]
2.8.2.30;[heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC 2.8.2.30]
2.8.2.31;petromyzonol sulfotransferase [EC 2.8.2.31]
2.8.2.32;scymnol sulfotransferase [EC 2.8.2.32]
2.8.2.33;N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC 2.8.2.33]
2.8.2.34;glycochenodeoxycholate sulfotransferase [EC 2.8.2.34]
2.8.2.35;dermatan 4-sulfotransferase [EC 2.8.2.35]
2.8.2.36;desulfo-A47934 sulfotransferase [EC 2.8.2.36]
2.8.2.37;trehalose 2-sulfotransferase [EC 2.8.2.37]
2.8.2.38;aliphatic desulfoglucosinolate sulfotransferase [EC 2.8.2.38]
2.8.2.39;hydroxyjasmonate sulfotransferase [EC 2.8.2.39]
2.8.2.40;ω-hydroxy-β-dihydromenaquinone-9 sulfotransferase [EC 2.8.2.40]
2.8.3.1;propionate CoA-transferase [EC 2.8.3.1]
2.8.3.2;oxalate CoA-transferase [EC 2.8.3.2]
2.8.3.3;malonate CoA-transferase [EC 2.8.3.3]
2.8.3.4; butyrate CoA-transferase [EC 2.8.3.4]
2.8.3.5;3-oxoacid CoA-transferase [EC 2.8.3.5]
2.8.3.6;3-oxoadipate CoA-transferase [EC 2.8.3.6]
2.8.3.7;succinate—citramalate CoA-transferase. The activity has now been shown to be due to two separate enzymes described by EC 2.8.3.22, succinyl-CoA—L-malate CoA-transferase, and EC 2.8.3.20, succinyl-CoA—D-citramalate CoA-transferase [EC 2.8.3.7]
2.8.3.8;acetate CoA-transferase [EC 2.8.3.8]
2.8.3.9;butyrate—acetoacetate CoA-transferase [EC 2.8.3.9]
2.8.3.10;citrate CoA-transferase [EC 2.8.3.10]
2.8.3.11;citramalate CoA-transferase [EC 2.8.3.11]
2.8.3.12;glutaconate CoA-transferase [EC 2.8.3.12]
2.8.3.13;succinate—hydroxymethylglutarate CoA-transferase [EC 2.8.3.13]
2.8.3.14;5-hydroxypentanoate CoA-transferase [EC 2.8.3.14]
2.8.3.15;succinyl-CoA:(R)-benzylsuccinate CoA-transferase [EC 2.8.3.15]
2.8.3.16;formyl-CoA transferase [EC 2.8.3.16]
2.8.3.17;3-(aryl)acryloyl-CoA:(R)-3-(aryl)lactate CoA-transferase [EC 2.8.3.17]
2.8.3.18;succinyl-CoA:acetate CoA-transferase [EC 2.8.3.18]
2.8.3.19;CoA:oxalate CoA-transferase [EC 2.8.3.19]
2.8.3.20;succinyl-CoA—D-citramalate CoA-transferase [EC 2.8.3.20]
2.8.3.21;L-carnitine CoA-transferase [EC 2.8.3.21]
2.8.3.22;succinyl-CoA—L-malate CoA-transferase [EC 2.8.3.22]
2.8.3.23;caffeate CoA-transferase [EC 2.8.3.23]
2.8.3.24;(R)-2-hydroxy-4-methylpentanoate CoA-transferase [EC 2.8.3.24]
2.8.3.25;bile acid CoA-transferase [EC 2.8.3.25]
2.8.3.26;succinyl-CoA:mesaconate CoA transferase [EC 2.8.3.26]
2.8.3.27;propanoyl-CoA:succinate CoA transferase [EC 2.8.3.27]
2.8.3.28;phenylsuccinyl-CoA transferase [EC 2.8.3.28]
2.8.4.1;coenzyme-B sulfoethylthiotransferase [EC 2.8.4.1]
2.8.4.2;arsenate-mycothiol transferase [EC 2.8.4.2]
2.8.4.3;tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC 2.8.4.3]
2.8.4.4;[ribosomal protein S12] (aspartate89-C3)-methylthiotransferase [EC 2.8.4.4]
2.8.4.5;tRNA (N6-L-threonylcarbamoyladenosine37-C2)-methylthiotransferase [EC 2.8.4.5]
2.8.4.6;S-methyl-1-thioxylulose 5-phosphate methylthiotransferase [EC 2.8.4.6]
2.8.5.1;S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent) [EC 2.8.5.1]
2.8.5.2;L-cysteine S-thiosulfotransferase [EC 2.8.5.2]
2.9.1.1;L-seryl-tRNASec selenium transferase [EC 2.9.1.1]
2.9.1.2;O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC 2.9.1.2]
2.9.1.3;tRNA 2-selenouridine synthase [EC 2.9.1.3]
2.10.1.1;molybdopterin molybdotransferase [EC 2.10.1.1]
3.1.1.1;carboxylesterase [EC 3.1.1.1]
3.1.1.2;arylesterase [EC 3.1.1.2]
3.1.1.3;triacylglycerol lipase [EC 3.1.1.3]
3.1.1.4;phospholipase A2 [EC 3.1.1.4]
3.1.1.5;lysophospholipase [EC 3.1.1.5]
3.1.1.6;acetylesterase [EC 3.1.1.6]
3.1.1.7;acetylcholinesterase [EC 3.1.1.7]
3.1.1.8;cholinesterase [EC 3.1.1.8]
3.1.1.9;" benzoylcholinesterase; a side reaction of EC 3.1.1.8 cholinesterase [EC 3.1.1.9]"
3.1.1.10;tropinesterase [EC 3.1.1.10]
3.1.1.11;pectinesterase [EC 3.1.1.11]
3.1.1.12; vitamin A esterase, now believed to be identical with EC 3.1.1.1 carboxylesterase [EC 3.1.1.12]
3.1.1.13;sterol esterase [EC 3.1.1.13]
3.1.1.14;chlorophyllase [EC 3.1.1.14]
3.1.1.15;L-arabinonolactonase [EC 3.1.1.15]
3.1.1.16; 4-carboxymethyl-4-hydroxyisocrotonolactonase. This reaction was due to a mixture of EC 5.3.3.4 (muconolactone Δ-isomerase) and EC 3.1.1.24 (3-oxoadipate enol-lactonase) [EC 3.1.1.16]
3.1.1.17;gluconolactonase [EC 3.1.1.17]
3.1.1.18; aldonolactonase. Now included with EC 3.1.1.17 gluconolactonase [EC 3.1.1.18]
3.1.1.19;uronolactonase [EC 3.1.1.19]
3.1.1.20;tannase [EC 3.1.1.20]
3.1.1.21;retinyl-palmitate esterase. Now known to be catalysed by EC 3.1.1.1, carboxylesterase and EC 3.1.1.3, triacylglycerol lipase. [EC 3.1.1.21]
3.1.1.22;hydroxybutyrate-dimer hydrolase [EC 3.1.1.22]
3.1.1.23;acylglycerol lipase [EC 3.1.1.23]
3.1.1.24;3-oxoadipate enol-lactonase [EC 3.1.1.24]
3.1.1.25;1,4-lactonase [EC 3.1.1.25]
3.1.1.26;galactolipase [EC 3.1.1.26]
3.1.1.27;4-pyridoxolactonase [EC 3.1.1.27]
3.1.1.28;acylcarnitine hydrolase [EC 3.1.1.28]
3.1.1.29;aminoacyl-tRNA hydrolase [EC 3.1.1.29]
3.1.1.30;D-arabinonolactonase [EC 3.1.1.30]
3.1.1.31;6-phosphogluconolactonase [EC 3.1.1.31]
3.1.1.32;phospholipase A1 [EC 3.1.1.32]
3.1.1.33;6-acetylglucose deacetylase [EC 3.1.1.33]
3.1.1.34;lipoprotein lipase [EC 3.1.1.34]
3.1.1.35;dihydrocoumarin hydrolase [EC 3.1.1.35]
3.1.1.36;limonin-D-ring-lactonase [EC 3.1.1.36]
3.1.1.37;steroid-lactonase [EC 3.1.1.37]
3.1.1.38;triacetate-lactonase [EC 3.1.1.38]
3.1.1.39;actinomycin lactonase [EC 3.1.1.39]
3.1.1.40;orsellinate-depside hydrolase [EC 3.1.1.40]
3.1.1.41;cephalosporin-C deacetylase [EC 3.1.1.41]
3.1.1.42;chlorogenate hydrolase [EC 3.1.1.42]
3.1.1.43;α-amino-acid esterase [EC 3.1.1.43]
3.1.1.44;4-methyloxaloacetate esterase [EC 3.1.1.44]
3.1.1.45;carboxymethylenebutenolidase [EC 3.1.1.45]
3.1.1.46;deoxylimonate A-ring-lactonase [EC 3.1.1.46]
3.1.1.47;1-alkyl-2-acetylglycerophosphocholine esterase [EC 3.1.1.47]
3.1.1.48;fusarinine-C ornithinesterase [EC 3.1.1.48]
3.1.1.49;sinapine esterase [EC 3.1.1.49]
3.1.1.50;wax-ester hydrolase [EC 3.1.1.50]
3.1.1.51;phorbol-diester hydrolase [EC 3.1.1.51]
3.1.1.52;phosphatidylinositol deacylase [EC 3.1.1.52]
3.1.1.53;sialate O-acetylesterase [EC 3.1.1.53]
3.1.1.54;acetoxybutynylbithiophene deacetylase [EC 3.1.1.54]
3.1.1.55;acetylsalicylate deacetylase [EC 3.1.1.55]
3.1.1.56;methylumbelliferyl-acetate deacetylase [EC 3.1.1.56]
3.1.1.57;2-pyrone-4,6-dicarboxylate lactonase [EC 3.1.1.57]
3.1.1.58;N-acetylgalactosaminoglycan deacetylase [EC 3.1.1.58]
3.1.1.59;juvenile-hormone esterase [EC 3.1.1.59]
3.1.1.60;bis(2-ethylhexyl)phthalate esterase [EC 3.1.1.60]
3.1.1.61;protein-glutamate methylesterase [EC 3.1.1.61]
3.1.1.62;N-acetyldiaminopimelate deacylase. Now listed as EC 3.5.1.47, N-acetyldiaminopimelate deacetylase [EC 3.1.1.62]
3.1.1.63;11-cis-retinyl-palmitate hydrolase [EC 3.1.1.63]
3.1.1.64;retinoid isomerohydrolase [EC 3.1.1.64]
3.1.1.65;L-rhamnono-1,4-lactonase [EC 3.1.1.65]
3.1.1.66;5-(3,4-diacetoxybut-1-ynyl)-2,2′-bithiophene deacetylase [EC 3.1.1.66]
3.1.1.67;fatty-acyl-ethyl-ester synthase [EC 3.1.1.67]
3.1.1.68;xylono-1,4-lactonase [EC 3.1.1.68]
